signature,beneficiary,mint,amount
qNngG5G2JJ5JpsKFEQfosySsQPWrh4JmJfA6fa6gBZCL7sKrtBzsoyZe5xAcaghdFTimau8DPWkUp7knjtMBjnw,Gn96hdr1mboNUMuPEg2DBmJNvwxJf8Z51hGahVNdkSxT,So11111111111111111111111111111111111111112,4.081400000000013e-05
3ScgSCpnecARif7VuVj9DiV2E8o6Y2PW9Dqt4EdUqLEDarFMyPpDGUbzRwWw9CZtnwUZn52MbeRof4nqBEqJzzu2,Guicyahx7sR8baUHcsEEpzsNm1BYbPy8qbvvtCeW1B2G,So11111111111111111111111111111111111111112,6.000000000000363e-06
2pLWd1nH9c61WntAFJ2NLW83sAmtEYwWBRZGpDrWVLawFLseiqrxaCB1XxxkvS6kCbYgfQBzVvW9dWZdNKPFh9zY,HvFdDWS3RqymRAVx1ZdoL2RjiC38r5dtt19Z8op5jqDK,So11111111111111111111111111111111111111112,0.007428035999999971
4g6rRxQdksjmie92o2rB1gcXENTky5hMxG96ZWTERYbtsT6HqyiFz4JG4rYbxRxidTqrgjREjcuyvJZ7DbiCxKcq,8VUPc3zJTqSbqYf26GtciL2DByb2kWA1W7s1N9Uyhsuk,So11111111111111111111111111111111111111112,0.00015963399999999184
2zhbfg8UA4thY2duTCCvz7bvdaBY5iSxPiMuWfoqVUF5t7keLEEQgGFzHKHXtKJ1Y7W1KA7F7Xk1rLsW95tj51T9,2Rf9qzW9rhCnJmEbErrHDDZfeEXtemYdLkyJ1TE12pa7,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,0.11532899999997426
5UpT2o9qY9Z9RzJoA9Wf3bDCDdCuuaV3WhB1WrrSN8t66tMTzCx9txVfX2PstWsBSWkCMJBVQ7bCcnojqxKefHa7,HzuK5PCN6gi8gaKHZwRMhXS4sJiHyUFM3dtBHXLykVQU,So11111111111111111111111111111111111111112,0.00031231100000006506
4jdiSzU71re3h1X8wgnuxccGcbWkw1tHf8TrLfFwn6qf7VX4337ejuvzWXwJqq7iBrJNhHe61aV5L2b5WaYrxofh,MACXffmQJER8MtAzrK8KtnWhqwCrNEUMXKR2Pzgqjs7,So11111111111111111111111111111111111111112,2.72369999999994e-05
rBYQWPYgEMYUtbtUCZGJ5qKBaiwRLLVCqZQuVhnQGK7LaTszrXR6FXxGy1qncoiif7TM9iQgTfpSehdduaLk4ce,eatyCwmyfVuZ7XiDcZxpnRTe5YEvJSefaKwKKd6hatT,So11111111111111111111111111111111111111112,1.4868999999998952e-05
21QBpHx8hKwL5BiJZ9bfGjZ7UjMHiQG5bVDcsitsGusm6VrMHDJoExs8haVbJdYzy8csLagkH7j4P59TPfk1udsV,6sZGtMnbfZYrma9bKnTkLwjRYXBoTpzcP72cCAWPMhrk,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.0011719999999999509
5cuFmfKPDxPesg4GpMTijRD7Wvv4A6d1Q8q7HNnDqrV4xuFBLcb2DvwKwnPkS169LcZkLy116apyqpSDTrsJDvKF,5GpzkbJ1L4sAbJqwfHtVTiiKsRKnR6K9u5QYcQvjnFJd,So11111111111111111111111111111111111111112,6.8579999999984764e-06
2gb2fDNSbhYrQ2iD868o7ysdmhhpUjeV3J2i24zrtJaf8GMQPdWyvAG8Bon5dyDHbXQVoQmxbD9evFobtP7amyVf,BL4qYZzgwrZ5nikWK97gMHVoooFK4MsfctHAnLYPPsgx,So11111111111111111111111111111111111111112,1.1489000000003413e-05
4YiF6xGty1J1LVnNhQqScaVL2d48rQRL9T12deR2nXYabtfYWJ4Kzvzi8Dx3yjdKfCsi3mnsSc1hekQkL2ZXaz2A,HzuK5PCN6gi8gaKHZwRMhXS4sJiHyUFM3dtBHXLykVQU,So11111111111111111111111111111111111111112,0.0004229970000000083
63uKxb72HEvUsLs8sFiheUSeLUKHG5HLKeJhapjc4Efafz3SBMcab6pFngKoCoyhQfVfCW3ZUSvNxEzUvJnn7Ltk,9s5E1e91nLQDfjH8uwU6MvAckt5cAgLekNJg7dXJ46NW,So11111111111111111111111111111111111111112,0.00215161900000016
4JmmeLsXvNJ8zfHCtCjv5QGP6qP8kFvoHzKXwRRrbrycoVzwsnDSVXqMA5ARyTfSxKLSez3u12ZRdUCczHSM8tZi,eatyCwmyfVuZ7XiDcZxpnRTe5YEvJSefaKwKKd6hatT,So11111111111111111111111111111111111111112,2.802899999999886e-05
2X4bgLqY64v2FnEAbU7xDszVNK5goVjeUwaacAYi9xd1pf6LghMY3FszswG7PDDXqFVz9SmqPNcStMfrkqjcSSCf,yoinkeCWvHf8oG6iMNX7sjG2fVw99Y8d3ReYUnhzFHA,So11111111111111111111111111111111111111112,1.5786999999999746e-05
2Dz4p49uDqqfCgDxzcZZ5WJsMPuT7o3bhPSFTB1vvPQZHhNqT8nRFpkaSrtNirLA3GKrnXfv218TYJqVhotTwLbw,NHtdVXcUuzULRJ3GkupLnZcxmUZ4rTP1u9kVkRzcash,So11111111111111111111111111111111111111112,0.02105449100000012
5urAMNNMxJF2DMyqV6boD59un69X1eQpFMFLS88jw1z916BYPXNwvgA4cMeBLLH1VBFwrnQ4gJuxJfhYUKmGKTEg,2VdzLvPZrpvgwT5pUjTFZjDoJZonrBB2xm5jbC1KC671,So11111111111111111111111111111111111111112,3.574299999999954e-05
3hfSMNnjXSAV9rhBnUoLMPNYNkteshr3gUi4g7mvAywKggS8B1si9WLn7GeRgqTm8Xb5T1sJebME2jbjEP273UgF,FQALtCrik9tuae1cqpb5WNBma1VuVNu9UR3hvUDytyzu,So11111111111111111111111111111111111111112,0.00013106400000006957
5aGP5Yvpw3zPUNzJKpRMnwXTCqSCXsC5fZJP2vUagbpZWhB9pUmfdt8rW4gKmYze5RrAfyJbU7hbfiMA7qGhDcV9,933LWDrvp2nmEZLLff75yyVHpJ7vRMiYhgavTRkf6BYh,So11111111111111111111111111111111111111112,0.19960237200000108
67Xz1fxiBTxGUyi9d3rtdH27Z5fdeoEm4YorxqT4KrTsKpLbWexMVj7LRCLjUnMAxvkmcRHEP1wMej49j8pShPY1,EuLceVgXMaJNPT7C88pnL7DRWcf1poy9BCeWY1GL8Agd,So11111111111111111111111111111111111111112,3.603699999999571e-05
5DgDakKVpxuVwGUSQvbJVwJnWwoGbnfWRYSC9pLoCeKb3KTxdC4v6WzKT3DARERqReJyfM59LxcTWMGiCJWG2R3y,5GpzkbJ1L4sAbJqwfHtVTiiKsRKnR6K9u5QYcQvjnFJd,So11111111111111111111111111111111111111112,0.04066574699999981
5WqKffLAMgeRbUZyh68jHx1pqDfCDL6vK5tQmWMRKq5t2x7moXvFwPANcyA742VXbkRn5n573R5H5UqogVAsCgRh,GuiU6MpLahPHSHYcsfSRjwLUm1AtZ9zP2eiLAkJMBjg,So11111111111111111111111111111111111111112,0.20482245200000015
2oLVbTVGPFBgnWQudAvifekz6x2nw52CsdpiTNnQMu85111pwy3M4FTviGBZTS6X8DzpyK9LeGBzxYPbwuzWk5i2,UUAhspPgUdGuXUnokmxERH1VvNGNh1ouN3mfcbfV8yd,So11111111111111111111111111111111111111112,0.0015281279999999065
48wB1iUaNj3EUcp3MKRh2U4Y7BMaVnNwLJYE7NgAUg4PAATPGPhRtD8t6swntAJFS2erPPfXiCoLKcUZnLB5f3cg,8WiUx5AhwaSmDtjQHzTLo8G3m5PnNDFQSjWC7558zng9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2.5140069999999923
286fDTvYuKiCpboiRqjANBv7EWxAKDqnpY6us5QpsPd1hQmPEJyjtSfvG1xoFygXShGauaitBRRqhwF1kAkTeiAt,HvFdDWS3RqymRAVx1ZdoL2RjiC38r5dtt19Z8op5jqDK,So11111111111111111111111111111111111111112,0.0014828609999999465
47B6YKMu97pmyvngi45XnfFnwcxwzQi9AaXWCWiQHQEWqdVGweB8VST71cJrm8Z7Zs8hMLWZDYpK8oPC1szttkWb,HJLqkCFiNMUsXvqA9btLXFwKpWgCAXXXmNBFnSELvXSC,So11111111111111111111111111111111111111112,0.09780111000000025
3v2cii8jd4tqtvoNqNiPYF5ReWVjrbwh4pnMUr2t6YeBirN5k5ptycZpAe1qJNfWQVQbULwJp5DmDpEqqtTYsTCi,55NQkFDwwW8noThkL9Rd5ngbgUU36fYZeos1k5ZwjGdn,So11111111111111111111111111111111111111112,0.008428348000000252
59QEXA2jaY977c9yrT9pD97VK9m1jmmNwA3D9vxJnAZGGt7YntC2Gd6tiSRYsthvmMv69mXSXyWNgyFjuGvwWUGN,8pY1AukbuPgUE3EetyLa59rFLMimJGT94ZzbMEZcQF4w,So11111111111111111111111111111111111111112,0.023295312999999984
3BFsB7Hv9bvPEkNBG1B6uDczRPBkF39m4jeLGoH4ym6oX22LgDH8zJ8TDNUr3LLcdtFAFzUnk1BPvqcAbJdRoZ5k,GjXKVJu1HktssVGcaoTRm4k3ki5EdKLMMyzdheofjEgG,So11111111111111111111111111111111111111112,0.0012698550000038722
5z2Xt6FKE8eYLardvUczAkwTtiyrVar9AyWYYYFW5dFRokWHVhwmpRp5JtX6bww3ky3zazzs4bwTGisdYC8SBhMW,HzuK5PCN6gi8gaKHZwRMhXS4sJiHyUFM3dtBHXLykVQU,So11111111111111111111111111111111111111112,0.0009969479999999975
tJF3NW36RsG2ge8mvwLS19NqLEKER52PFDDtpdY1my9yRgkjPBEeJiMrx3Xzr7evDo6v461yjcTRMJC2LpT9gqn,HzuK5PCN6gi8gaKHZwRMhXS4sJiHyUFM3dtBHXLykVQU,So11111111111111111111111111111111111111112,4.2021000000003195e-05
4fqDr6fkSUQB9bEJDpUHjpKgw1pkGVnm85FsCctNzb2SJM9KaVx5J4C8bkbsTsQtrjU52WHUpbHw9Uequbmi2ioX,HzuK5PCN6gi8gaKHZwRMhXS4sJiHyUFM3dtBHXLykVQU,So11111111111111111111111111111111111111112,0.00020465799999999992
4o9gKgLbRbTRSKZA89RhcMZsTxmEBRQwhdCxg7n1vLJWh4rG1JgUjo9jkTX6zwNeSbho1MoHboMKAxx98fxXbs7K,HzuK5PCN6gi8gaKHZwRMhXS4sJiHyUFM3dtBHXLykVQU,So11111111111111111111111111111111111111112,2.3929999999998397e-05
5FtCTPvUfYmMaBn7PQFH2r3Q2kHzCd5ZuoJHgNMpgqgsRqwRNcNmq8KcUfTjQJZmJRtymWfpMonmQCvFcT64mfsr,4qWht7gPqJSZtXkKFPG2F1SiU3rF9mLyGGkBpc65x89A,So11111111111111111111111111111111111111112,4.313999999999707e-05
28gVGobrbyZd1gFhtkkQq4ASDdoWXCZFfQXpzHzznciEdeeP3FK9gPx7emVr5ueL39BrcVmjUHrgqhc2TdDkJ3Nc,2YqM8Cxsk4VEog176udZonhGYxFDEZpV8qCppdStj1Vx,So11111111111111111111111111111111111111112,0.00021963299999860908
LCEqgt1riFSPd8rfCVfB1MUnhiGUM463GHMXAcNKrjGpMZZjfDDSHvTE1D2nW4xpFcJ5tV8CMoF53v8Ljwc23HE,J6L9fwPruZ8RmhTVd1FSyFo4ERisiooiYwESwsov2ZP,So11111111111111111111111111111111111111112,0.002556390000000075
54KNo5jH8cAZbtZGPLQ2tAzeYYbDWSo7jHfCAM2Jt5YNmGwRXpmiK74JcPgY6rz577E9EmDVhR49HzivbxfEuG7g,FQALtCrik9tuae1cqpb5WNBma1VuVNu9UR3hvUDytyzu,So11111111111111111111111111111111111111112,6.141000000003949e-05
5rwpsm5Z6BRDFa1v3JGyLVq5QeWC2UApu1hgi9xAhcAinKNNhMVpRGxquvh5FshGLCAB6XTo156EQqhkhjxEmby6,DrdCYPjXsixUnNofJgvqGnSciN3TpTT5UPfMM6YQCsVc,So11111111111111111111111111111111111111112,3.081600000000295e-05
59mN3pc2oosscoQ2ncUUkpc6yhFPABohvXyyEqLiGoengAhEus6ZEa6wkieWTL3GfkYWMDeqfzs8gkYrD6Pu3TSj,ANwWDBtanRCF895L5SgjY79AQKJXwG5LdKYfTmQC1pnf,So11111111111111111111111111111111111111112,5.1360000000055805e-05
4LXBDCF8WCcxRiRD9Uxau2Wka6uHnoSaHhHunzRoiB9YEm1LdZr2xWqXFw7Wits4bUNwjqJpGXZ7aCLKeDrx7PZv,5yVFuXUwFGoYFHEaiLmgHFXmn9ERrG5Tg9chCQFu3BBE,So11111111111111111111111111111111111111112,0.000274722000000005
2AauPygw9YCmgN7R9Us61E3f5TkeaeBkn3ym5vqAKtkGfGtDSEBQrLEeBut6ZEb2VWhRD6F2EtDVbZrh1kr36pYU,FQALtCrik9tuae1cqpb5WNBma1VuVNu9UR3hvUDytyzu,So11111111111111111111111111111111111111112,5.1956000000075164e-05
5TKrjgpRFDoJwYeEVGX2qQvncWsVN5us8j5b4oY7YT3yBLrGzieW9X5EQxzrRjenJuE26Ve8Y2dejxiArKjzEezH,HzuK5PCN6gi8gaKHZwRMhXS4sJiHyUFM3dtBHXLykVQU,So11111111111111111111111111111111111111112,0.0005519229999999958
5uVXWEhz6Vak9hQyDJzgJM1NVNBhxPDcHBdrczK58LQrH2o6Zno1LGCHL1NVyUAJppFzrevJ4eEv1GiL2UpieZt2,CEEXTqHaqbVriXoW4uvdaPShkMaHg9AWnFXLS1nS887C,So11111111111111111111111111111111111111112,0.0003043829999999914
5tHyt5EJB4RNQ1sUjb1pXT2kF94LTmiDmzwyQEef1B1x6x6mteDHBQ4eaNM5QzKKpxWxXjCZBBTYztCVH53DxXFJ,dexvcNUf31JyHkxcsceWpqGErhXe5Eu5QWLe993m1Pu,So11111111111111111111111111111111111111112,0.009402670000000057
1vu3oG5b8v128f1awqQ9hxFhFoQEiKwdcTenxhs6C4zWXfPDGPXAqf2UETxBBJV8a7swSib48deYXnFArG18uj2,7JFphvzpvcQjJV7Kv7FJnQX8h6GDKNrpUFMpKg7Zc9Tu,So11111111111111111111111111111111111111112,0.00012457700000000071
mNwbNZC631fEAcxpCKebDFSbkk8kgj3YprdJ3v2pzrdhabhvPTy5AiAuEgnWj2Lqxmdm27DQ87VxWBuopeEkeGD,4hXZL9iXMvYiMdYnbSzZos4b1r5QUciLPpZ5rPSJou87,So11111111111111111111111111111111111111112,0.00011984699999999238
5B7R6smXaUxDA7Su8hnnowdGuGHEs9E7XQjgcCya3iZCqp4d26n9ub9UtJRmeuEaVTH6oZTmkgktqkpE1VaB3yaW,81NbTyXmPLH81AiGTYASq95Y8Juq2XPfDqGfq3ZPd1tR,So11111111111111111111111111111111111111112,0.0018980500000000955
5qkaPGeZGPXZnLcyM1dpRHpRfbQZXMU6S3wnEPbBijto4nbhiDM9B32bKzRd846qyBdRvRJCAeMDtqzppiR3zatM,HAjybPXxWfd9qdiANjaufSf8oqe7fE5HJHY8HJ8mqzhb,So11111111111111111111111111111111111111112,0.0025299509999999747
qpBiLXTaaghnL3szXth2kkrshSNzErUAa3hgRpDBVKEwcjRHufGMBrNfR6mRC3U9GpwmR5pkuVSnsxyh4bgVM2u,HAjybPXxWfd9qdiANjaufSf8oqe7fE5HJHY8HJ8mqzhb,So11111111111111111111111111111111111111112,0.0034274510000000813
4rBXC7QjhnoBSxUwzfeoLebQUbbvGgKv2yNMzh5XPpuoKGB77FX6QemHvjmnPQtPFSpBeGhKRi7Gb7dqV3Um5A12,yoinkeCWvHf8oG6iMNX7sjG2fVw99Y8d3ReYUnhzFHA,So11111111111111111111111111111111111111112,1.8747999999998988e-05
2ne2KjoAPZ9S8QdkwCUdpQXTPhmyeCpUNqhEjvKw4yDwYKTMX4huemuPhHAiWjpS2xscLAqTMK6561rUxA8Caoeu,CbNMHuRaj6DHDzrEn9qDzJC2yo69rb6sntXGpzjhaCs,So11111111111111111111111111111111111111112,0.00010042000000000384
j21BPKRBW1n8tZ4xW8sxGouFrtFtf5XURaq3niG53Fx6LFqTSKn5UgH8kxnjdAuv1CyHG2Cg8gqr9GL5RsotqUN,J1bvXv1ZJW9aMgwL8KKgr5YGxGehGudRbsKYTT7nsXBg,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.02809100000001763
3DzDAKc8pWxVtRLoz6qitLGqjNUQvThkMLL8i4qeYgPW2aecB8TDrf1XLL3Yrox6ndyVuTDo82KEkBrSxrBk7NR1,4ubwGthQ8cWaoTj3tUnXMn1FjxcNY6anGGFcjqbbkpEa,So11111111111111111111111111111111111111112,0.0018481649999999572
4jrBJ4obbgvyTQtcXtYuWT1kDjzZxwLT3gauuYETKkNnotGa31rsqnWr7vgQkxzBeVf3NAHRQpGDETKGGzCcQ74T,FTAeo6dUxFwasXvmxvSDtLouGkw5y8xdaRRxgiKRCweK,So11111111111111111111111111111111111111112,5.05729999999982e-05
39LmCpdTyKCYqeS8PkrvmvjEhbuJdfaTJu8ckD9YqZzVNBUoj1JwQip91D9qZ7raF4x9MiX6TEStHt3GuFeXQ4C4,PpUP4nSzRksjrVmoHrye7oMc3s8SaGcWMmJ5LamPgj1,So11111111111111111111111111111111111111112,2.100400000000502e-05
2HgSDzx5vbocEpnG94xXyjcHMQJQBn5VzJMs2QCxLt7F8pq67WiT3KuLuFLjbR45SRoYBPgPVq6rRtC9UfDqL9sb,FTAeo6dUxFwasXvmxvSDtLouGkw5y8xdaRRxgiKRCweK,So11111111111111111111111111111111111111112,4.918999999992124e-05
3x1amGd8EsfFb4MfiEwyM9koWoCMpohVyCjU5foKoXMszQR6yDVXypebkm172MmzEFWabrb6Huv9tJqgDJ2KMC2f,benRLpbWCL8P8t51ufYt522419hGF5zif3CqgWGbEUm,So11111111111111111111111111111111111111112,0.0047376830000001036
64m1kaTaBuEDzahqcSvq9VbjfdJqCKJZMXFnLJEWE2EGwtkR5QsCB8GoyX2Gjoz8YNxp9KhN7SmM4YWkqHxYJ678,Cdx4Yt2TED94J9fPbDqmJCwvmguzekkFhq35AauCpT4R,So11111111111111111111111111111111111111112,0.0026305460000000114
cTcTGB8XcndwciYyuTMvVQ7n4VgpvEhuifQfUKN94yu11S7M5DtGbNgeRF8e8sUz6mkzWSCZ5babs5otA2k2UY6,4qWht7gPqJSZtXkKFPG2F1SiU3rF9mLyGGkBpc65x89A,So11111111111111111111111111111111111111112,0.001085025999999989
YhHiCgTZzcTJmMqHu9rU2wS3cv9qheB6FWBUJFGVUSrcapbNCccWsjdyDvdRPMEhZnUny4oZj5FSDkwX1mW99QV,4ywa3NKfWRX3jpMxWydiWzELuSbdDUhTV5QnoGexjV3e,So11111111111111111111111111111111111111112,0.002048088999999864
3AxNJ27TSDqgdwqreMG69G3FPMyxHzdeLKDQnJZERup1yK51CstYFph5YBP37DGHAGjeYg1ym195TUKuu9R3YS7u,GYfdKUF7U7Qgkvp82sXyA6iEmsaLFJXV8ByHCHWG2psG,So11111111111111111111111111111111111111112,0.0020574079999997608
4yD3jwGkZnCVvFX3Fh4d3czvygFQ1u6tFdWhNpd6dmXhTrgAKpQEJn4suGxKaqdfuYgy72WCSJ9BCq7yBWSupr8N,3qF5gXKNV61n3nu9hYGtqDE5RJjYk6AvkfdjUW3A1kjt,So11111111111111111111111111111111111111112,2.5114999999999166e-05
5H5CFqi2JUvWid56pnXAcTU172HdzctymssmpqvRbXh6uDepW2z5jAqfFpCqDq29vkkx4unrPaBoq9nLKVGKc5RP,idea1kYJnzQ1cLJD6FRU3mRbUDJxPoYRWDuHTzhY2Ns,So11111111111111111111111111111111111111112,3.4802000000000444e-05
LiprRH6LPCs8eRVfGcpLiwn2X2GZPACGGyvTubLJXR4jdn7xpkZRKGKMHKwe6L1KssManJmEN4757mewa6XtYGB,wrongpDtP8oMtw7iDT6FPvcVSS4qcKiqzD2DNSeVyKc,So11111111111111111111111111111111111111112,2.8889000000000258e-05
5EpySberSzXKou4knffjox5iSrsyaRbXH3AqDEx3UJ8ZjAAa6dGPZ9nqmAgpRzT2vuK1ytcBDNCPW4czQo4zMrRh,75ULw1FyG5ZY7aJ9eWGpkydbrP7KQhF6ULZA4Ho9axVi,So11111111111111111111111111111111111111112,0.0004330799999999746
3oRR27PiAFppTTt7EVoJWC8pAJ8QZYMiX3DLMNeP5qtre9GvUVaeMHLPi4cCU4D7NZDrsL9bD9AZEUgXsU19E2Rq,75ULw1FyG5ZY7aJ9eWGpkydbrP7KQhF6ULZA4Ho9axVi,So11111111111111111111111111111111111111112,0.0002029020000000048
3cYQ6vVtwStN7ppvkHyVc1VNDaYK5UgBN3WjyfZ86HvpHAqP2AdBsUqGgcy1iuuCWz1CPe9aoX4YB2AaCvHfxYJV,75ULw1FyG5ZY7aJ9eWGpkydbrP7KQhF6ULZA4Ho9axVi,So11111111111111111111111111111111111111112,0.00020897699999999908
214D3v9Q7DMa9QtxSekTP5kjMrLrwDD1MbKkKefzMHrmZMcyP6AiaH2qM2F1UPgA1ZJ8pvibvWTQReUpRPNbhepu,7JFphvzpvcQjJV7Kv7FJnQX8h6GDKNrpUFMpKg7Zc9Tu,So11111111111111111111111111111111111111112,0.00019037299999999369
5SQMvgn4inu84jbA2xYeQ4nSsthCv43AGEfQeWAWGXrAo5beD8XfMWr1iq5GhB1AgRkUGGJFmL9cEmQn6M3nvrFa,6zhK4gpohxPyk7fd4nTqWMgqLJVZshivxe7r7G9EdTgf,So11111111111111111111111111111111111111112,0.0001591199999999987
4H3DaMZjJVNVsGJtQ9Z3c9PQFrxdnz3nBYizHvUg6upzrF29JLnJvPXDKTS1rgPdtmwd2R3NdJYRtCnWT6LVCu65,7rtiKSUDLBm59b1SBmD9oajcP8xE64vAGSMbAN5CXy1q,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.3999410000000001
2AUtGf1jNAgtMmqsL3T6yKWh1pPf5yLRKSz89toKXMdCTkDfVrPwTHwAxT3v3KpH1msFML5ubk9A9VbBgDLAtjQ2,HzuK5PCN6gi8gaKHZwRMhXS4sJiHyUFM3dtBHXLykVQU,So11111111111111111111111111111111111111112,1.7299999999999987e-07
3ovnpWZYAi4Z3fsHRcveSG418kshWT57uk47MH2Xs8VyP9eMqE6jgH2yqwdMX61oJtL2ANPL7Ym1rFxQtVft9JJN,CEEXTqHaqbVriXoW4uvdaPShkMaHg9AWnFXLS1nS887C,So11111111111111111111111111111111111111112,0.001077777000000002
2KpZkkdQhexc1mRynV5mnWH9zQqMtjXBcgfrmN4kLRXv7deFzbZN5kszqaMpc8XMSdEELwtebkUgKihxEn9J4aPX,6zhK4gpohxPyk7fd4nTqWMgqLJVZshivxe7r7G9EdTgf,So11111111111111111111111111111111111111112,0.0014831720000000048
2Fi21jHzMBXKZ5cszUkRihMwsZB4vSipQtnJREaY4zj5229PKqUyhFb34E7W2Jg3YskT5TARyGwTPMaqoQxk4JQd,75ULw1FyG5ZY7aJ9eWGpkydbrP7KQhF6ULZA4Ho9axVi,So11111111111111111111111111111111111111112,0.0007411860000000048
3PU9tmmaic4RzbbGdjDdDAEPyeLLgxUkzM6DYz4rLk9xwV5ynRu44G3BqP1XZCbgaCzxmDifGd5eZvtEmPyeBWt1,r1chM2ABC3VBnZTDrF39kYAHF82RYmi8qE7rNXnyvbJ,So11111111111111111111111111111111111111112,1.8622000000023675e-05
3sPwFqDZFuomVwcRMPwBEEtvvJdgp2n1GHiaG2ypbFKMhrzi8o4krdwEhxpVw8j638rmcTwXsknU5mfWkmRc6vYM,C9YvTztknq95XHVFz4wzsFeu5qwK6rHie4H5Z2o9kPE9,So11111111111111111111111111111111111111112,0.013316989000000667
sGZ76CRjBahQ3qM3wH54SbEYFNkQTsRj8QVhwsBCU2DqUtp5yBpJGrctRkntFbg48ZR7Z8KKEeJjVCg97BbY3mM,7ZVZzzSEPwSopeMLLQkNeYur3S4DWtZLC4gfuA3RqnHZ,So11111111111111111111111111111111111111112,0.00011480699999999455
57qzVX9XfrrSSVETazTceiCPJrWMVKbKeEXvMrwq3FNvVsKCYR9s1NmzWU5QHiz3tUbxwL4zPeWTr7nnVRFdZ9z3,AD6AghrFxteJFBPiAfMjabpnpSFiD3EdaR3UPKeVFJQv,So11111111111111111111111111111111111111112,1.0596999999999343e-05
kYEg4kTbBFaQGrFKTrJVZZn6Ezy8mQ3jCmMVucVB9r8CvCneyHRs8FCuoNpL8H17X56zPAGi1YKvKHnPAYKdq52,7JFphvzpvcQjJV7Kv7FJnQX8h6GDKNrpUFMpKg7Zc9Tu,So11111111111111111111111111111111111111112,2.9874999999998653e-05
3oLdoawfnGi83V3XRPRTj6zaeQdfxz2ESu1BhUHj9osuiMUk2MC7fK7vVNfGwyXjR5peq2Ev7X6p8dGRDz1YARPL,HJLqkCFiNMUsXvqA9btLXFwKpWgCAXXXmNBFnSELvXSC,So11111111111111111111111111111111111111112,0.0017810069999999456
3nxwveUZZXa28AkbGaTLd2EMDMfXym7AnBdrK3aRpzMQxpzoPevvxWYmVZpqZ2rVtNddUppKX37Ga8m1BMbgsFVr,5Dr7kc6U9hrwv1PQz67nyvhUpvXdQibt6L8RHwUrt2L4,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,1.63135299999999
4egqqBBdDnY1DbBD2e5SBEdXLUQxEfUvjPFVKyLJjP2k3zNqEA8JTZAKCyiBWdF7eoE91vy5P28gDKva8pWdMmmU,CbNMHuRaj6DHDzrEn9qDzJC2yo69rb6sntXGpzjhaCs,So11111111111111111111111111111111111111112,0.0010207720000000586
2HSs1XMwbCKTCUWhKifztSPLNBR6AJe9dqUTm8jM6fvZohGhe72CXoZBd1XAmUpABZDvQpUg4QkAuwuedaSVLb41,FTAeo6dUxFwasXvmxvSDtLouGkw5y8xdaRRxgiKRCweK,So11111111111111111111111111111111111111112,0.00011271999999995508
